,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order,absolute
5225,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,recall,0.204676674364896,5208,0.7829099307159353
5281,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,recall,0.18648960739030018,5264,0.7647228637413395
5337,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,recall,0.21218244803695152,5320,0.7904157043879908
5393,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Conflict,recall,0.23845265588914544,5376,0.8166859122401847
5449,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,recall,0.19861431870669743,5432,0.7768475750577367
4977,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,-0.49985443959243087,4928,0.0
5033,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,-0.16622998544395923,4984,0.33362445414847164
5089,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,-0.48558951965065505,5040,0.014264919941775837
5145,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,-0.36593886462882097,5096,0.1339155749636099
5201,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Inflight Event / Encounter,recall,-0.49985443959243087,5152,0.0
5257,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,0.1615720524017467,5208,0.6614264919941776
5313,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,0.1280931586608442,5264,0.6279475982532751
5369,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,0.1301310043668122,5320,0.629985443959243
5425,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Inflight Event / Encounter,recall,0.19941775836972347,5376,0.6992721979621543
5481,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,recall,0.11994177583697235,5432,0.6197962154294032
4937,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,recall,-0.5238546603475513,4928,0.0
4993,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,recall,-0.1513428120063191,4984,0.37251184834123224
5049,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,recall,-0.3570300157977883,5040,0.16682464454976303
5105,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,recall,-0.260347551342812,5096,0.26350710900473934
5161,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_ATC Issue,recall,-0.5232227488151658,5152,0.000631911532385466
5217,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,recall,0.16082148499210114,5208,0.6846761453396525
5273,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,recall,0.11184834123222753,5264,0.6357030015797789
5329,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,recall,0.18262243285939972,5320,0.7064770932069511
5385,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_ATC Issue,recall,0.1576619273301738,5376,0.6815165876777252
5441,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,recall,0.057819905213270184,5432,0.5816745655608215
4949,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,recall,-0.4682448036951501,4928,0.0
5005,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,recall,-0.21997690531177827,4984,0.24826789838337182
5061,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,recall,-0.4682448036951501,5040,0.0
5117,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,recall,-0.46478060046189373,5096,0.003464203233256351
5173,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation - Altitude,recall,-0.4682448036951501,5152,0.0
5229,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,recall,0.16859122401847582,5208,0.6368360277136259
5285,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,recall,0.15531177829099307,5264,0.6235565819861432
5341,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,recall,0.13799076212471129,5320,0.6062355658198614
5397,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation - Altitude,recall,0.2176674364896074,5376,0.6859122401847575
5453,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,recall,0.24076212471131642,5432,0.7090069284064665
4957,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,-0.3807453416149068,4928,0.0
5013,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,-0.23602484472049687,4984,0.14472049689440994
5069,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,-0.3807453416149068,5040,0.0
5125,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,-0.38012422360248443,5096,0.0006211180124223603
5181,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation - Track / Heading,recall,-0.3807453416149068,5152,0.0
5237,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,0.2490683229813665,5208,0.6298136645962733
5293,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,0.08633540372670812,5264,0.4670807453416149
5349,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,0.19192546583850933,5320,0.5726708074534161
5405,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation - Track / Heading,recall,0.15527950310559013,5376,0.5360248447204969
5461,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,recall,0.17267080745341612,5432,0.5534161490683229
4973,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,-0.4022911051212938,4928,0.0
5029,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,-0.2398921832884097,4984,0.1623989218328841
5085,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,-0.4022911051212938,5040,0.0
5141,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,-0.39892183288409705,5096,0.0033692722371967657
5197,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Ground Event / Encounter,recall,-0.4022911051212938,5152,0.0
5253,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,0.12601078167115903,5208,0.5283018867924528
5309,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,0.15431266846361186,5264,0.5566037735849056
5365,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,0.19272237196765502,5320,0.5950134770889488
5421,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Ground Event / Encounter,recall,0.21495956873315364,5376,0.6172506738544474
5477,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,recall,0.06738544474393532,5432,0.4696765498652291
4941,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.565016501650165,4928,0.0
4997,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.1412541254125413,4984,0.42376237623762375
5053,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.5643564356435644,5040,0.0006600660066006601
5109,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.47854785478547857,5096,0.08646864686468647
5165,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.565016501650165,5152,0.0
5221,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.13993399339933987,5208,0.7049504950495049
5277,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.09504950495049502,5264,0.6600660066006601
5333,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.0897689768976897,5320,0.6547854785478547
5389,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.07590759075907594,5376,0.640924092409241
5445,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.1234323432343234,5432,0.6884488448844884
4969,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,recall,-0.49814126394052044,4928,0.0
5025,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,recall,-0.12639405204460968,4984,0.37174721189591076
5081,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,recall,-0.49814126394052044,5040,0.0
5137,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,recall,-0.4767657992565056,5096,0.02137546468401487
5193,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Ground Incursion,recall,-0.49814126394052044,5152,0.0
5249,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,recall,0.17657992565055763,5208,0.6747211895910781
5305,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,recall,0.14591078066914503,5264,0.6440520446096655
5361,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,recall,0.1486988847583643,5320,0.6468401486988847
5417,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Ground Incursion,recall,0.10130111524163571,5376,0.5994423791821561
5473,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,recall,0.13568773234200743,5432,0.6338289962825279
4933,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,recall,-0.4291044776119403,4928,0.0
4989,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,recall,-0.3756218905472637,4984,0.053482587064676616
5045,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,recall,-0.4291044776119403,5040,0.0
5101,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,recall,-0.4253731343283582,5096,0.0037313432835820895
5157,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Airspace Violation,recall,-0.4291044776119403,5152,0.0
5213,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,recall,0.09701492537313433,5208,0.5261194029850746
5269,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,recall,0.08208955223880593,5264,0.5111940298507462
5325,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,recall,0.02611940298507459,5320,0.4552238805970149
5381,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Airspace Violation,recall,-0.06716417910447764,5376,0.3619402985074627
5437,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,recall,0.027363184079601977,5432,0.4564676616915423
4953,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,recall,-0.29904761904761906,4928,0.0
5009,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,recall,-0.29333333333333333,4984,0.005714285714285714
5065,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,recall,-0.29904761904761906,5040,0.0
5121,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,recall,-0.29904761904761906,5096,0.0
5177,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation - Speed,recall,-0.29904761904761906,5152,0.0
5233,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,recall,0.1657142857142857,5208,0.46476190476190476
5289,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,recall,0.051428571428571435,5264,0.3504761904761905
5345,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,recall,0.051428571428571435,5320,0.3504761904761905
5401,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation - Speed,recall,-0.020952380952380945,5376,0.2780952380952381
5457,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,recall,0.057142857142857106,5432,0.35619047619047617
4965,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,recall,-0.4416475972540046,4928,0.0
5021,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,recall,-0.3295194508009154,4984,0.11212814645308924
5077,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,recall,-0.4416475972540046,5040,0.0
5133,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,recall,-0.4416475972540046,5096,0.0
5189,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Ground Excursion,recall,-0.4416475972540046,5152,0.0
5245,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,recall,0.13958810068649885,5208,0.5812356979405034
5301,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,recall,0.21967963386727685,5264,0.6613272311212814
5357,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,recall,0.24942791762013727,5320,0.6910755148741419
5413,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Ground Excursion,recall,0.13729977116704806,5376,0.5789473684210527
5469,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,recall,0.1533180778032036,5432,0.5949656750572082
4981,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4928,0.0
5037,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4984,0.0
5093,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,5040,0.0
5149,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,5096,0.0
5205,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,5152,0.0
5261,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.024,5208,0.008
5317,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,5264,0.0
5373,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.016,5320,0.016
5429,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,5376,0.0
5485,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,5432,0.0
4960,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,-0.10451915988332794,4928,0.60062893081761
5016,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.02755864522123208,4984,0.7327067359221701
5072,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,-0.038458316004230886,5040,0.6666897746967071
5128,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.00442911796704204,5096,0.70957720866798
5184,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation / Discrepancy - Procedural,precision,-0.10400187013092554,5152,0.6011462205700124
5240,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.11465109901193848,5208,0.8197991897128765
5296,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.11403193232217368,5264,0.8191800230231117
